,liste_preference
4378,[9578 8857 1793 ... 7313 7242 1431]
4379,[5030 9428 4731 ... 4443 5503  146]
4380,[2973 2342   76 ... 4695 6854 6135]
4381,[6136 9873 3172 ... 6777 9912 7087]
4382,[1557 5085 1003 ... 2821 1763 1074]
4383,[7609 8877 3133 ... 1506 9053 5574]
4384,[1866 9703 5444 ... 5614 4976 6742]
4385,[4131 4132 1565 ... 7783 1018 9008]
4386,[4309 8554 3042 ... 3511 9039 7445]
4387,[3352 9955 7239 ... 9605 1708 2860]
4388,[ 806  724 8250 ... 8045 6718 8022]
4389,[3897 7388 6439 ... 2461 7323 2505]
4390,[3823 1290 1785 ... 9142 1268 6342]
4391,[7535 7790 4962 ... 8911 4475 9625]
4392,[2597 9127 4780 ...   25    7  163]
4393,[ 465 5792 6062 ... 2375 3100 9888]
4394,[2203 3800 9758 ... 5845 3971 1758]
4395,[3310 2355 1999 ... 4524 9576 8942]
4396,[5117  678 3137 ... 4975 7690 4349]
4397,[4716 4611 4935 ... 5236 1628 1820]
4398,[4742  665 6952 ... 8219 6847 6062]
4399,[6712 6978 3363 ... 5506 1791 5169]
4400,[8801 7824 8681 ...  722 9315 4225]
4401,[8733 8495 3496 ... 6433 3187 5038]
4402,[3022 4942 2747 ... 8632 2503 9291]
4403,[2778 3621 1148 ... 6174 9435 4728]
4404,[5035 6192 2729 ...  934 8477 5472]
4405,[7820 6505 1015 ... 3025 4854 4955]
4406,[9688 1022  861 ... 1540 2652 2924]
4407,[4909 6679 6942 ... 7839 7466 3555]
4408,[1697 5544   33 ...  482  750  792]
4409,[2045 3480 3486 ... 8836 7785 8088]
4410,[6176 3128 7864 ...  332 9430   78]
4411,[9914 3629 5380 ... 9047 1652 9149]
4412,[ 836  272  401 ... 1526 5684 5872]
4413,[2699  753 5022 ... 1135 5946 1950]
4414,[4080 8834 3595 ... 7384 4345 4798]
4415,[6947 1104 6707 ... 1101 7202 7803]
4416,[8647  904 1923 ... 6551 9496 1727]
4417,[7915 8278 5762 ... 7966 1338 2414]
4418,[8316 6160 6092 ... 8845 3010 5965]
4419,[6120 6684 8004 ...  560 1254  542]
4420,[5147 1399 4970 ... 8334 3539 2909]
4421,[5723 4748 3805 ... 9807 6425 1933]
4422,[9431 8581 1115 ...  353 1478 4490]
4423,[7054 4664 4215 ...  173 9818 3074]
4424,[7469 2610 1159 ... 6606 7175 6873]
4425,[7552 6854 8840 ... 4939 8195 6213]
4426,[5108  436  110 ... 8143 7305 3940]
4427,[2131  132 8973 ... 4217 5617 3224]
4428,[4423 1901 2269 ... 2158 3738 8148]
4429,[ 175 1336 8009 ... 8274  195 5642]
4430,[8245 5369 4722 ... 7449 5748 2815]
4431,[ 277 1673 5764 ... 1886 4382 8265]
4432,[9133 7407 1375 ... 9751 2793 2721]
4433,[4257 6399 6954 ... 2880 6909 8930]
4434,[ 731 8482 4684 ...  647  559 9271]
4435,[8053 8880  911 ... 8432 4247 7268]
4436,[9540 5982 5695 ... 3786  483 7671]
4437,[2123 7929 2849 ...  342 8237 5268]
4438,[6130 7228 4631 ... 4356 8621 2968]
4439,[ 363  146 2425 ... 7346 1054 9899]
4440,[4665 7291 8974 ... 2544  752 4406]
4441,[4387 9995  924 ... 1256 2934 5139]
4442,[2440 2475 3175 ... 3124 4752 3765]
4443,[6940 5347 2732 ... 7733 5036 5616]
4444,[6618 7835 5334 ... 8571 3817 3070]
4445,[5239  305 6386 ... 5601 4311 5191]
4446,[5985 9992 9154 ...  798 6052 1852]
4447,[3494 2503 4256 ... 5017 1626  485]
4448,[1118 2214  130 ... 7781 8341 8118]
4449,[5933 7626  349 ...  972 7425  788]
4450,[5323 4100 7622 ... 8069 9637 3554]
4451,[5214 5437  105 ...  912 5644 2894]
4452,[8710 1046 7915 ... 7728 4914 9827]
4453,[9289 2941 6785 ... 8352 2491  335]
4454,[1714 2316 1552 ... 4520 8671 1024]
4455,[8977 5357 5848 ... 1990 4011 6107]
4456,[6697  743 9876 ... 1598 7255 4173]
4457,[2625 1888 1760 ... 2943 8768 7949]
4458,[5858  698 1246 ... 2427 8444 1144]
4459,[7279 6184 6721 ... 4484 9814 6562]
4460,[4693 8183 7111 ...  502 3279 2983]
4461,[4671 7001 6640 ... 6375 4673 2514]
4462,[4220 1074  167 ... 4104 3706 8754]
4463,[1529 5465 9412 ... 9237 2963 8278]
4464,[5744 5646 6689 ... 7871 1525 7319]
4465,[6244 7888 1608 ... 4443 8774 5133]
4466,[1858 9731 5009 ... 9033 9211 4801]
4467,[2782 1147 3773 ... 9355 8612 5308]
4468,[ 100 6327 3351 ... 8465  942 5135]
4469,[6680 3043 1609 ... 4961 9919 8878]
4470,[6499 9196 6496 ... 2791 5724 2565]
4471,[6263 1727 4567 ... 6918 1371 2902]
4472,[5748 9374 2965 ... 1430 1528 7612]
4473,[7089  667 9644 ... 4808 4409 1427]
4474,[6865 7773 5065 ... 7243 8968 9941]
4475,[2482 9349 6153 ... 4543 1242 7699]
4476,[4954 3874  125 ... 1827 5543 6840]
4477,[1719 8418 7767 ...   68 7649 6902]
4478,[3832 4057 2301 ... 4589 2639 1788]
4479,[ 301 1308 8557 ... 2616 2934 8514]
4480,[2410 6338 3037 ... 4260 5726 7906]
4481,[6178 7735 2194 ... 4171 9799 8603]
4482,[1026 4459 9531 ... 9703 8614 5985]
4483,[3569  522 3872 ... 4157 9632 6562]
4484,[7294 6852 8333 ... 7655 1248 7441]
4485,[1259  138 5161 ... 7466 9131 4629]
4486,[4269 8475 5771 ... 6724 8767 5940]
4487,[ 116 6193   76 ...  839  284  130]
4488,[5084 4437 1792 ...  227 2171 8586]
4489,[4464 1788 6457 ... 1680 1713 9693]
4490,[2305 5163  872 ... 9885 2907  308]
4491,[7041 2839 1250 ... 2924 6482 3096]
4492,[6577 8933 8217 ... 8049 4734 2968]
4493,[7517 8056 8468 ... 1075 4270 4279]
4494,[8857 9042 3471 ...  920 7883 5574]
4495,[8426 2731 8542 ... 8973 4956 3502]
4496,[5439 4265 9495 ...  579 8519 4972]
4497,[ 854 3250 7685 ... 3005 8929 3944]
4498,[ 387 5573 9957 ... 2071  842  188]
4499,[1680 4028 2151 ... 4297 1433 1927]
4500,[1946 4524 1279 ... 4911 4307 4342]
4501,[9775 1666 3622 ... 8257 5307 6802]
4502,[1085  914 5683 ... 5522 4262 8283]
4503,[5172 3566 6582 ... 8088 6381 3418]
4504,[2658 3126 9893 ... 4942 9052 8739]
4505,[2776 3739 9881 ...  147 3746 8265]
4506,[6871 9271 3788 ... 5245 5749 1075]
4507,[7118 5043 1293 ... 8208  924 8870]
4508,[1882 2393 5811 ... 1048 9048 9127]
4509,[4825 2991 6410 ... 3623 3389 1515]
4510,[ 253  692 2108 ...  286 6261 7479]
4511,[2744 3129 5024 ... 4500 4569  110]
4512,[9546 6411 2857 ... 2430 7863  213]
4513,[1002 1192 9249 ... 1540 4703 5207]
4514,[3093 2257 2726 ... 3831 1892 1790]
4515,[2412 8342 5587 ... 4019 5699 2334]
4516,[1141 1488 7593 ... 1964 3394 7505]
4517,[3401  328 5528 ... 6952 5136 4906]
4518,[5165 4654  615 ... 8900 8111 3688]
4519,[5481 8446 5786 ... 4379 4809 8149]
4520,[9702 2408 7938 ... 1411  152 4371]
4521,[9401 3347 3503 ... 9791 7870 4069]
4522,[6119 8574 8213 ... 6351 1550  941]
4523,[5416 5992 6271 ... 7964 7844 3132]
4524,[4032 7164  661 ... 6032 7097 8363]
4525,[5494 9272 2970 ... 4931 3704 2094]
4526,[ 526 8641 6013 ... 9443 4782 1829]
4527,[9048 1210 2717 ... 4793  364 4723]
4528,[9591 1235 6883 ...  405 5839 9018]
4529,[2129 8559 8369 ... 7163 1838 7684]
4530,[3174  239 4078 ... 1897 1337 8024]
4531,[ 382 5872 5451 ... 7364 8604  629]
4532,[8329 4088  295 ... 9588 2983 7540]
4533,[1165 6054 9818 ... 1010 9779 6690]
4534,[4468 9058 2266 ... 9200 9392 9340]
4535,[8732 4343 8077 ... 1448 2644 8717]
4536,[4203 8910 7136 ... 4952 4895 2522]
4537,[7392 6532 3994 ... 4579 9617 5007]
4538,[5709 5897 7779 ... 1923 2032  306]
4539,[8629 5974 5569 ... 4951 7482 1667]
4540,[6130 1804 6106 ... 2347 8550 7002]
4541,[4357 7133 6706 ... 9993 5694 8640]
4542,[7458 6061 7452 ... 1711 2951 1168]
4543,[1203 1946 3328 ... 4328 5256 3828]
4544,[8696 9084 3222 ... 4863 3883 2477]
4545,[2374 9343 8863 ... 1106 1635 6983]
4546,[4340 4764 5240 ... 9714 7469 8212]
4547,[3011 8464 1936 ... 5599  459 1154]
4548,[9085 1419   50 ... 8468 4543 7524]
4549,[8457 2410 1829 ... 8427 2439 6409]
4550,[9534 1759 6225 ... 5380 1868  527]
4551,[2242 3283 8491 ... 7119 1047 3008]
4552,[7961 7151  535 ... 5752 8969 2863]
4553,[8065 6965 1604 ... 5140 7399    6]
4554,[1983 9104 3012 ... 5176 4295 7505]
4555,[5872 2986 8149 ... 5866 1017 4107]
4556,[8259 8153 8309 ... 3246 5471 1170]
4557,[8630 1723 6497 ...  637 8227  574]
4558,[8404 1278 5739 ... 4898 8498  881]
4559,[7880 9717 3563 ... 5622 6852 2618]
4560,[3028  904 2176 ... 6371 9234 3271]
4561,[5293 9063  342 ...  479 5883 6363]
4562,[  62  871 8320 ... 1211 1518 2250]
4563,[2939  170 9182 ... 9939  881   55]
4564,[ 661 3574 1919 ... 3779 8035 9039]
4565,[3503 3645 5955 ...  441 6918 8051]
4566,[ 894 2697 7876 ... 6844  166 5823]
4567,[ 565 7409 6891 ... 4591 3388  755]
4568,[4875 8107  776 ...  283 8661 4534]
4569,[8241  949 3736 ... 6259 8228 1490]
4570,[7646 6946 9005 ...  730 2136 2804]
4571,[3733 1674 7307 ... 5317 4200  134]
4572,[5709 8670 1322 ... 6484 1294 5417]
4573,[7370 4313 7228 ... 3200 3557 2411]
4574,[3039 2877 1200 ... 3284 8273 2087]
4575,[1390 4656 7443 ... 3480 4081 2306]
4576,[4695 5124 1333 ... 6584 6116 4208]
4577,[ 540 8662 6116 ... 7882 5123 5648]
4578,[2646 2674 2872 ... 4862 5687 3676]
4579,[6357 5174 4230 ... 2683 2979 9888]
4580,[6706 3093 2830 ... 6405 2771 4769]
4581,[9271  232 3193 ... 1563 3708   99]
4582,[6972 2402 2762 ... 8383 7042 9075]
4583,[ 147 3891 7907 ... 1986 1961 5069]
4584,[9769 3447 9714 ... 5175 3348 2395]
4585,[6352 6700 5886 ... 1600 9893 8662]
4586,[5560 8116 6601 ...  442 9654 9362]
4587,[9720 2749 4934 ... 1996 7258 6238]
4588,[6986   35 7886 ... 2722 3957 9012]
4589,[2235 5479 2923 ... 2183 3896 4588]
4590,[8384 2298 9714 ... 8119 9136 9389]
4591,[ 107 8932 1633 ... 7872 7206  129]
4592,[9984 5172 5707 ... 1982 7327 7652]
4593,[4200 8202 4511 ... 1190 2474 9971]
4594,[8151 6929 4381 ...  385 1065 2083]
4595,[6004 7680 1258 ... 5313 8442 8222]
4596,[6580 9016 4021 ... 3764 9254 2313]
4597,[8531 7099  671 ... 5235 8142 7363]
4598,[4733 7680 6272 ... 9164 8097 2895]
4599,[2169 5680 8138 ... 6577 8806 6310]
4600,[7896 1951 9210 ... 7390 8678 4851]
4601,[5265 3224 1943 ... 9159 9684 7478]
4602,[6779 4860 6290 ...  466 2283 8154]
4603,[1496 8951 5001 ... 8652 6570 5765]
4604,[9382  218 9278 ... 7167  994  301]
4605,[2363 3820 8094 ... 7537 1120 4063]
4606,[4332 9014 3637 ...  488 4117 7747]
4607,[5876 6911 4684 ... 8626  367 9483]
4608,[1042 1294   25 ... 7061 3925 8032]
4609,[9724 1239 5120 ... 4041 3304 1661]
4610,[5865 8593 4222 ... 2340  169 5955]
4611,[4264 9552 5074 ... 3512 1491 9479]
4612,[3190 9596 1743 ... 5290 9691  927]
4613,[7473 9862 5400 ... 3714  707 8297]
4614,[2811 7747 2243 ... 4637 6442 9306]
4615,[9096 1081 3775 ... 5579 7765   30]
4616,[4721 6301 7302 ... 3814 9047 7352]
4617,[6740 9277 4663 ...   89 1055  177]
4618,[ 138  157 4838 ...   28 9656 4736]
4619,[4203 3700 1371 ... 5165 3568 5772]
4620,[1219 2616  995 ... 8497 2382 1547]
4621,[2952 2502 6192 ... 2325  713 8003]
4622,[1774 5710 2562 ... 1251  654 2271]
4623,[3495 4544 8352 ... 1380 4065 5913]
4624,[ 244 2235 5129 ... 4701 9648 9318]
4625,[1558 6447 4356 ... 8825 6992 7249]
4626,[5401 2186 7752 ...  411 5167 1990]
4627,[2115 8990 4431 ... 7795  398   96]
4628,[ 202 7534 2925 ... 9140 6360 4015]
4629,[3951 1232 1283 ... 5835 7285 3594]
4630,[1217 5820 4226 ... 9424 6933 9493]
4631,[7291 3373 9293 ... 2398   14 8358]
4632,[5735 9449 4523 ...  311 7601  580]
4633,[9270 4339 4583 ... 6290 3817 5249]
4634,[9607 8859  319 ... 8156 6916 4489]
4635,[4700 7122 4997 ... 6821  935 5744]
4636,[9964 4174 5859 ... 3806 6412 1007]
4637,[8601 5926 7363 ... 8826 7875  999]
4638,[3299 7359 1713 ... 6848 2529  167]
4639,[ 273 2739  357 ... 4403 6935 8239]
4640,[7879 6684 9874 ... 6620 6477 6642]
4641,[4913 1058 8867 ... 8050 6579 3089]
4642,[4337  329 1959 ... 9064 1659 8105]
4643,[2909 7867 5055 ... 4942 5821 8980]
4644,[5098 5473 4982 ... 1808 6314 7599]
4645,[1699 1338 9080 ... 1464  714 1975]
4646,[ 484 8053 4016 ... 5607 6143  989]
4647,[9990 1723 4188 ... 7888 8184 2484]
4648,[9787 8137 4425 ... 4661  732 7136]
4649,[9969 1809 2736 ... 6532 9654 3166]
4650,[ 651  874 9131 ... 8686  271 4382]
4651,[ 672 7004 5956 ... 7353 7718 3874]
4652,[9158 9068 4680 ... 6651 5934  513]
4653,[2577 4853 4155 ... 7898 4857 1155]
4654,[5655 5644 4573 ... 2131 2062 8642]
4655,[6483 8133 4398 ... 4225 8730 2428]
4656,[4714 2653 4219 ... 5926 7734  876]
4657,[5064 4925 3535 ... 3269 1837 6351]
4658,[5536 9070 7393 ... 5388 2292  434]
4659,[9982 4074 9819 ...  876 4250 3682]
4660,[1309  226 4708 ... 5024 5030 7068]
4661,[1914 8810 6944 ... 6854 1044 2967]
4662,[9197 6638 4129 ...  235 6666 6058]
4663,[5879 4451 7538 ...   94 7674 2901]
4664,[5376 9038 9850 ... 5472 4822 9935]
4665,[ 262 9426  993 ... 1672 2107 9266]
4666,[5829 3318 7311 ...  952 9454 1442]
4667,[  29 8525 3173 ... 5502 3976 5932]
4668,[   5 6962 8947 ... 3905 7922 6153]
4669,[5005 8597 6768 ... 7273 7337 9545]
4670,[8959  758 1253 ...  528 6874 8987]
4671,[7241 2453 4062 ... 9096 9173 2783]
4672,[5946  872 9562 ... 9872 6531 8128]
4673,[6724  675 9981 ... 9332 2484 3046]
4674,[9799 7395 2176 ... 8355 4440 8224]
4675,[8739 1327 9374 ... 9056 7760   90]
4676,[ 886 8933 8801 ... 6431 2826 9613]
4677,[7222  318 9979 ... 4426 4491 6948]
4678,[8886 9715 7170 ... 1308 9039 4550]
4679,[ 651 6760 5387 ... 9554 4197 3771]
4680,[1303 1753 8032 ... 7942 6524 4406]
4681,[3755 6753 5995 ... 9329 9792 8714]
4682,[2661 6664 8079 ... 6884 4161 7064]
4683,[4547 6868  662 ... 3700 6815 8022]
4684,[ 180 4509 3239 ... 3613 6086 9070]
4685,[5517 6383 2169 ... 9995 2915  360]
4686,[8243 3967 6885 ... 4828 4307 1216]
4687,[1870 5149 3525 ... 6501 2715 8485]
4688,[1554 3122 8559 ... 4595 8085 7159]
4689,[ 455  116 5818 ... 9760 9174 5513]
4690,[ 628 8160 9598 ... 7187 1131 9737]
4691,[6715 7088 5652 ... 2383  748 7489]
4692,[9677 6529 1721 ...    3 3271 9406]
4693,[4795 9084 8065 ... 3450 8002 9451]
4694,[3934 9986 7434 ... 5010 8524 1664]
4695,[5712 3213  362 ... 2779 2057 9371]
4696,[5336 5262 9174 ... 9038 3480 1202]
4697,[ 354 2910  817 ... 8350 1613 3976]
4698,[3678 2378 6803 ... 5678 1186 3176]
4699,[1627 2799 7804 ... 3939 5779 4790]
4700,[9400 9797 9981 ... 7213 6845 6838]
4701,[1770 8100 4172 ... 1731 9658 6281]
4702,[8169 7543 6164 ... 1057 8677 2855]
4703,[8590 1460 8323 ... 2074 3076 3190]
4704,[ 652 6005  170 ... 8411 2931 5569]
4705,[6450 7773 4262 ... 8797 2188 1135]
4706,[1396 4312 2945 ...  570 7511 6118]
4707,[5361 4241 1488 ... 8579 2966 1556]
4708,[9745 3235 1071 ... 2709 3018 6992]
4709,[7958 3105 3343 ... 9651 5573 5750]
4710,[8894 8304 4524 ... 4912 1039 8070]
4711,[2030 2175 7982 ... 7852 3214 7665]
4712,[3240 4869 8801 ... 9561 1518 1799]
4713,[3382 4755 2043 ... 9132 1853 7373]
4714,[6039 2681 6227 ... 5318 3923 5823]
4715,[8883 4088 3143 ... 2441 7564 7111]
4716,[9461 7939  292 ... 6948 6145 4333]
4717,[2559 4493 5163 ... 7749 4210 2519]
4718,[5106 4511 4419 ... 7442 8912 3918]
4719,[8131 9152 1469 ... 2963 6066 9888]
4720,[8424 6652 2190 ... 2328 8579 5700]
4721,[7018 6984 2479 ... 3470  860 1929]
4722,[4998 1094 1010 ... 5661 5822    5]
4723,[3807  203 8299 ... 1616 2403 3674]
4724,[2810   40 5225 ... 7404 9894 7947]
4725,[ 618 4638  759 ... 7935  495 9665]
4726,[3378 8165 6937 ... 4465 9930 6528]
4727,[3554 6823 5762 ... 8310 3931 3396]
4728,[3895 4715 1103 ... 3081 3397 1303]
4729,[7879 4408 3932 ... 2572 2296 3142]
4730,[7174 3664  433 ... 9777 6306  724]
4731,[9116 5468 1625 ... 7298 3011 6138]
4732,[8180 1713 5661 ... 3191 4012 9892]
4733,[6565 6288 8552 ... 4877 8612 8529]
4734,[9456 7810 9554 ... 6527  870 2861]
4735,[6464  467 2339 ... 7676 3832 1301]
4736,[8092 8896 1400 ... 1145 8935 6798]
4737,[1100 5833  160 ... 8845 3722  227]
4738,[7973 7740 4352 ... 1956 7285 1539]
4739,[3070 6713 8805 ... 5798  433 4551]
4740,[4497 8930 8471 ... 7973 2136 9324]
4741,[5386 3069 1883 ... 2272 8597 5047]
4742,[4567 4294 3609 ... 1675 9013 9123]
4743,[6892 3891 6499 ... 2734 1912 2078]
4744,[8346 6903 3330 ... 3407 7517 8717]
4745,[7431 1497 1315 ... 7737 9475 1226]
4746,[8820 3418  164 ... 5587 8873 4495]
4747,[3486 5928 4777 ... 2520 5129 2574]
4748,[8966 8025 8196 ... 8245 4680 2789]
4749,[6288 7922 7094 ... 7671 1754 7026]
4750,[9970 7675 5608 ... 7226  573 5806]
4751,[5389 7956 1001 ... 1378 7183 2061]
4752,[ 616 6363 2697 ... 6067 4299 1490]
4753,[5948 5210 3996 ... 7706 6648 7104]
4754,[8679 7852 5826 ... 5417 7948 9008]
4755,[3962 5425 6961 ... 4610 4847 3313]
4756,[4015  990   69 ... 1573 9378 9175]
4757,[4514 1309 9223 ... 5080 4375 1842]
4758,[5294  674 3856 ... 6143  973 5640]
4759,[6737 9492 6437 ... 5899 7668 7901]
4760,[1386 6263 7704 ... 7398 2614 5252]
4761,[7237 5917 4941 ... 4984 2269  160]
4762,[7653 7705 4854 ... 9115  611 6501]
4763,[8256 1657 9037 ... 3413 7320 4992]
4764,[2256 9529 9583 ... 1978  845 1391]
4765,[7795 7800 5071 ... 9695 8129  493]
4766,[5508 1616 6803 ... 5616  169 8807]
4767,[6690  696 8216 ... 8654 2763 3811]
4768,[9914 3707 8370 ... 3945 2216 3604]
4769,[2436 7878 7045 ... 3467 7210  693]
4770,[8215 3247 3551 ... 4714 6874 8123]
4771,[7629 9813 9541 ... 7656 8305 4952]
4772,[7228 3714 8968 ... 1137 7471 9314]
4773,[9952 4107 8102 ... 3111 1473 3534]
4774,[9086 5454 2850 ... 8109 6899 3311]
4775,[9061 7753 1332 ... 9815  228 2337]
4776,[8421 2362 1508 ... 1357 7354 2816]
4777,[4022 6304 9709 ... 7152 1429  661]
4778,[1129 4174 8336 ... 4373 5525 4199]
4779,[3907 3973 8230 ... 8902 3624 8930]
4780,[5367 1805 9922 ... 5173 7325 2477]
4781,[ 991 2623 8950 ... 6139 6439 3919]
4782,[3078 8112 1963 ... 9226  473  568]
4783,[2868 1262 3482 ... 6763 8176 1646]
4784,[4930 4414 7284 ... 1953 7956  560]
4785,[2466 9240 7552 ...  191 1657 5987]
4786,[6499 1040 4725 ... 2418 2919 2922]
4787,[7608 2247 9063 ... 4166 1110 1669]
4788,[7930  598 7765 ... 1442 7172 7203]
4789,[8992 8971 3414 ... 3961 8298 6444]
4790,[8920 8800 1884 ... 1744 2836  891]
4791,[9257 5732 1563 ... 4756  345 2128]
4792,[8644 5452 2633 ... 3690 7281   23]
4793,[1920 4690 3148 ...  801 5655 7301]
4794,[ 830  940 3425 ... 6526 7685 7071]
4795,[1415 4949 8965 ... 6287 6278 4831]
4796,[ 732 9487 3864 ... 8164 8638 4944]
4797,[7204 6412    0 ... 3021 7545   24]
4798,[3965 6639  623 ... 8398 8377  722]
4799,[6394 6896 6406 ... 5208 6754 5969]
4800,[9041 1645 2541 ... 3686 5823 3113]
4801,[1768 8972 3839 ... 6630 6942  103]
4802,[ 902 4233 2814 ... 7108 8434 7639]
4803,[2904 4943 9103 ... 8649 9248 9297]
4804,[8414 5355 3944 ... 7300 5399 1585]
4805,[ 714 1159 7560 ...  867 8231 3921]
4806,[9728 9382 6911 ... 4442 6586 6092]
4807,[4767 7339 1046 ... 1829 1536 1697]
4808,[7150 8039 6119 ... 5124 1460 8533]
4809,[9288 8934 7476 ... 2247   98 2678]
4810,[6902 4641 8325 ... 3736 5750 9394]
4811,[4571 6701 1155 ... 1743  798 3626]
4812,[2124  779  188 ... 5337 5521 2767]
4813,[2564 6675 5792 ... 6529 3574 1692]
4814,[8934  730 6069 ... 1025 9690 5476]
4815,[ 680 1888 4051 ...  106 6142 1709]
4816,[3324 7814 4300 ... 8772 4760 5992]
4817,[3833 8913 7629 ... 8423 2513 3284]
4818,[4843 9560 4296 ... 9517 5366 5244]
4819,[2675 3920 6341 ... 1169   15 2699]
4820,[ 762 7296 9258 ... 7666 3876 3488]
4821,[3825 3044  719 ...  860 6686 4772]
4822,[ 287 2644 7007 ... 5220 7686 2050]
4823,[3033 7919 1008 ... 1294 5083 9572]
4824,[9993 2604 7597 ...  533 7403 4410]
4825,[5992 3782 2780 ... 7551 9113 9325]
4826,[4700 9045 6473 ... 2420 7894 2757]
4827,[9702 6533 1012 ...  729 1402 1782]
4828,[4636 6160 1845 ... 9804 2443 3964]
4829,[1342 9255 2269 ... 1152 3066 4454]
4830,[4762  393 1011 ...  755 9014 1546]
4831,[8672 1737 8220 ... 2313 6385 3836]
4832,[7221 7056 1629 ... 7869 9798 2095]
4833,[3964 5989 8428 ... 8156 3457 8155]
4834,[7234 8829 6367 ...  255 3758 3767]
4835,[9431 9072 9007 ... 3223 2026 3517]
4836,[ 830 8863 6962 ... 4525 3958 8938]
4837,[6843  656 6252 ... 5070 8383 1520]
4838,[1383 5505 8563 ... 8744 8696 9334]
4839,[6271 7499 8595 ... 1813 6590 7187]
4840,[8716 8149 7274 ... 6595 1905 4770]
4841,[2618 3203 6997 ... 2475  710 2778]
4842,[1968 8592  571 ... 9632  480 8492]
4843,[5960 6128 6721 ... 5187 7048 2623]
4844,[7923 9900 5540 ... 4126 9830 4207]
4845,[1553 1359 6569 ... 9727 3330 8662]
4846,[5530 6644 8096 ... 2986 3144 5719]
4847,[3280  635 2716 ... 1892  106 4762]
4848,[1441 4188 8335 ... 3762 2184 6540]
4849,[3929 1591 5148 ... 2389 3770 9206]
4850,[7492  176 1993 ... 3171 9604 4651]
4851,[1294 3800   81 ...  731 5950 4349]
4852,[2843 6485 1702 ... 6578 8925  868]
4853,[6973 4576 1560 ... 6004 1418 1577]
4854,[2198 7840 1874 ... 3288 9131  875]
4855,[2895 8790 5393 ... 4447 6746 6006]
4856,[7914 2978 8397 ... 7475 1261  891]
4857,[9797 4380 3955 ... 2326 9920 8013]
4858,[3428 2212 4070 ...  805 1030 7055]
4859,[8673 2776 1495 ...  479 4922 7883]
4860,[8763 2123 9824 ... 2657  555 9282]
4861,[2645 8814 6001 ... 6672 4305 6593]
4862,[6709 9020 2378 ...  705 7504 2760]
4863,[8423 3089 7890 ... 6351 2049 3022]
4864,[1473 5030 7349 ...  981 9864 6242]
4865,[3616 8843 2316 ... 1765 7388 6500]
4866,[5643 5742 1411 ... 8764  610 8178]
4867,[8595 6342  821 ... 7886 3278  655]
4868,[9326 3717 1620 ... 8424 2164  102]
4869,[2478 7454 1956 ... 6934 4826 1990]
4870,[3692 2896   50 ... 7858 9917 1281]
4871,[6407 4736 2334 ... 5378 5394 2573]
4872,[3908 1843 6016 ... 3569 5580 9500]
4873,[8338 6391 3099 ... 4810 6543  605]
4874,[8806  429 3391 ... 5323  419 3864]
4875,[2306 1515 9800 ... 6992 8132 3105]
4876,[2583  965  715 ...  179 5739 9556]
4877,[6035 2592  300 ... 1464 9172 5285]
4878,[1793  631 2362 ... 5646 2408 7108]
4879,[6349 7007  334 ... 6352 3110 1559]
4880,[  25 7718 2068 ... 6344 6648 9187]
4881,[8097 6341  294 ... 4646 7393 3779]
4882,[9959  531 3528 ... 8821 4495 8149]
4883,[8539  715 2382 ... 1757 8505 6703]
4884,[4522  424 5028 ... 8337  630 2339]
4885,[1651  368 4645 ... 7046 1349 6164]
4886,[2113 1525 8783 ...   30  111 1041]
4887,[6886 1534 5293 ... 3655  983 1985]
4888,[1053 3739 8107 ... 5881 3912 9493]
4889,[7875 8090 4338 ... 9556 2954 2147]
4890,[4192 5248 8839 ... 1925  953 9132]
4891,[6670 8438 6984 ... 3351 2532 8655]
4892,[9881 5419 5872 ... 6227 5721 7649]
4893,[1134 8348 7012 ... 1642 7952 9991]
4894,[6904 1544 5678 ... 8829 8386 8334]
4895,[3951 4719 6932 ... 5955 7092  937]
4896,[8026 5821  271 ... 7675 7089 4178]
4897,[3652 8034 9870 ... 4348 3846 5704]
4898,[4870 3057 7682 ...  712 7579 8503]
4899,[8231 8480 5746 ... 7587 4053   31]
4900,[5469 6653 2769 ... 2726 8170  644]
4901,[5438 1570 8513 ... 5604 1136 7330]
4902,[3636 8910 9319 ... 9678 9978 9701]
4903,[6235  318 1716 ... 9166 5399 2951]
4904,[7365 8387 3003 ... 4460 9431 3619]
4905,[3869 1024  344 ... 8773  511 4011]
4906,[7351 3074 4076 ... 9336 1764 8580]
4907,[7064  508 3944 ... 3861  168 8834]
4908,[1898 2335 4814 ... 1000 3741 5074]
4909,[1559  770 4787 ... 9300 6955 1294]
4910,[4671 5059 4405 ... 8246 8080 9285]
4911,[1568 4762 6048 ... 6799 1808 8504]
4912,[7193 7134 7074 ... 6557 6005 6287]
4913,[8455 5278 4044 ... 2229 7438 2430]
4914,[7262 3279  343 ... 6543 8974 2564]
4915,[5593 8906 3008 ... 6174 8447 5060]
4916,[6628 5855 4527 ... 4656  799   62]
4917,[5562 3487 6637 ... 8752 3344 7777]
4918,[7908  251 9052 ... 4080 7703 2536]
4919,[5523   21 5944 ... 6817 6958 7586]
4920,[2579 7777   56 ... 5176 7960 5432]
4921,[3616 1032 4860 ... 8506 7570 3833]
4922,[1465 4520  588 ... 5560 8508 1352]
4923,[8021 6800 2458 ... 6937 7620 8191]
4924,[2026 1931 7548 ... 1972 3771 7763]
